gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure,charges_x_tenure,avg_monthly_revenue,total_services,high_value,contract_risk,fiber_risk,tenure_risk_med,tenure_risk_low,tenure_risk_vlow
1,0,1,1,-0.9516816739185228,1,0,-0.3310862129520241,-0.8075180767595218,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.34427838434620617,0.3150886813535268,-0.839693735110042,1,0,1,0,1,0,0
1,1,1,0,1.6137012404433893,1,1,0.28876406810994,1.3452254604539613,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.17784310371721232,0.4659789349044895,0.8284932147287245,1,0,0,0,0,0,1
0,0,1,0,0.0256070553622056,1,1,-0.4424266119631542,-0.2309013805709876,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-12.42525132905989,-0.011329242746253543,-6.484708668610471,1,0,0,0,0,1,0
0,0,1,0,1.6137012404433893,1,0,0.5214156481331973,1.5256140846501447,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3211278252092809,0.8414090781791342,0.9395903917850924,1,0,0,1,0,0,1
1,0,1,0,-0.4223169455581282,1,1,-0.3510277769540174,-0.498526402567381,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8119685812936035,0.14824497856928054,-1.1531502701652727,1,0,1,0,1,0,0
0,0,1,0,1.5322605130033284,1,1,1.4869197052297147,2.380738278572801,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0.9641170818373314,2.278348350330041,1.543668049917623,1,1,0,1,0,0,1
1,0,1,1,-0.4630373092781585,1,0,1.3174164112127704,-0.0547288879486505,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2.7850158652878996,-0.6100129502468492,-0.1156967682573817,1,1,1,1,1,0,0
1,0,0,0,-0.7073594915983407,1,0,0.682609957149311,-0.468881037626672,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9515591068968718,-0.4828506322491018,-0.6536207342596992,1,0,1,1,1,0,0
1,1,1,0,-0.1372743995179157,1,1,0.4831943171293762,0.0585548148627559,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.2809118129902566,-0.06633020973440446,0.3975899073730923,1,0,1,1,1,1,0
0,0,1,1,-0.7073594915983407,1,0,0.3901336851200734,-0.4972461113041189,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.543846829503602,-0.27596476516192225,-0.693161681315752,1,0,1,0,1,0,0
1,1,1,1,1.5729808767233588,1,1,1.3406815692150955,2.32491316469711,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.8469347854600726,2.1088664701508093,1.4686931465081818,1,1,1,1,0,0,1
1,1,0,0,1.6137012404433893,1,0,-1.3082228490497043,-0.208628727387685,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.805704163096201,-2.111080834287893,-0.12848960276135166,1,0,0,0,0,0,1
0,0,1,0,-0.5444780367182193,1,1,0.7341256641544608,-0.3167691911587449,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3239941269802482,-0.3997153003232796,-0.5712925854261097,1,0,1,1,1,0,0
1,0,0,0,-1.2774445836787656,1,0,-1.4993295040688086,-0.9987450287188384,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1645778956827793,1.9153103541224692,-0.7757576841598943,1,0,1,0,0,0,0
0,0,0,0,-1.2774445836787656,1,1,0.3635449331174155,-0.974000088958202,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28237715061771135,-0.4644085057347015,-0.756537486200049,1,0,1,1,0,0,0
0,0,0,0,-1.2367242199587352,1,0,-0.6385186579827569,-0.9701592151684154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5121570975848139,0.7896714892228234,-0.7781666543708651,1,0,1,0,0,0,0
0,1,1,1,-0.8702409464784621,1,1,0.4433111891253892,-0.6256063474398025,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5036248210207933,-0.3857875488089712,-0.7107217063039796,1,0,1,1,1,0,0
0,0,0,0,-0.8295205827584317,1,0,-1.5109620830699717,-0.906431613840175,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.7997915883198117,1.2533741476740967,-1.0797014777909224,1,0,0,0,1,0,0
0,0,1,0,1.5322605130033284,1,1,1.5201556452330371,2.414952958884118,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9856672283418284,2.3292744688096794,1.565852810548425,1,1,0,1,0,0,1
0,1,1,0,-0.5037576729981889,1,0,0.8654076271675846,-0.1460931213735162,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.6844665737393967,-0.4359557324568266,-0.2843619259658848,1,1,1,1,1,0,0
0,0,0,0,-0.3815965818380978,1,1,-1.477726143066649,-0.7996597372815677,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-3.7735930587810955,0.5638952450870292,-2.0420498399860394,1,0,1,0,1,0,0
1,1,0,0,0.6771328748826912,1,0,0.5513279941361872,0.7853849946116214,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0.8023600882584915,0.37332230967274393,1.1429885300506164,1,0,0,0,0,1,0
0,0,1,1,-1.1552834925186746,1,1,1.1030445981913404,-0.8376711434080762,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.94658905345616,-1.2743292158023498,-0.7188560970665702,1,1,1,1,0,0,0
1,0,0,0,-0.0151133083578247,1,1,1.4420511862252297,0.5081357141534639,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,57.42179268769745,-0.021794164245188784,20.233722571050304,1,1,1,1,0,1,0
1,0,0,1,-1.2367242199587352,1,1,-0.3144682429503628,-0.9594533313290676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.2522356090593726,0.3889104924645814,-0.769579443448066,1,0,1,0,0,0,0
1,1,1,0,1.4915401492832985,0,0,-0.2729233179462098,0.7375948121122654,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,-0.1817622512967629,-0.40707608639238285,0.49122550100596873,0,0,0,0,0,0,1
1,0,0,0,-1.0738427650786138,1,1,0.5230774451333633,-0.8029929093635089,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4826137720220176,-0.5617029300322677,-0.7408758311038464,1,0,1,1,0,0,0
0,0,1,1,-0.3408762181180675,1,1,-1.4976677070686424,-0.789307037238982,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-4.268364824214696,0.5105193039831166,-2.249531306146789,1,0,0,0,1,0,0
0,0,0,0,-0.0151133083578247,1,1,1.305783832211607,0.5010499642309266,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,51.995691432059225,-0.019734713704876047,19.95157137768396,1,1,0,1,0,1,0
0,0,0,0,-0.2187151269579764,1,0,-0.3958962959585028,-0.3457964844551205,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7309580753320433,0.08658850863275654,-1.5119091118037695,1,0,0,0,1,0,0
0,1,1,0,-0.2187151269579764,1,1,1.3140928172124378,0.2586334357284198,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5.74554396419038,-0.2874119773511832,1.1308103629540014,1,1,1,1,1,0,0
1,0,0,0,1.0436161483629645,1,0,0.5280628361338618,1.1149275509778502,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5011909099479247,0.5510949031396442,1.0581914036816418,1,0,1,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,0.2189685941029625,-0.9759205258530954,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17008001499938583,-0.27972024453258354,-0.7580291518757909,1,0,1,1,0,0,0
0,0,1,1,-0.5851984004382496,1,1,-1.3331498040521963,-0.7993286274721033,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-2.23984103967784,0.7801571328759112,-1.3429616525910535,1,0,0,0,1,0,0
0,0,1,1,0.5956921474426305,1,1,-1.4444902030633266,-0.5474865063935112,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-2.3848587259423644,-0.8604714710226345,-0.9039022690076521,1,0,0,0,0,1,0
0,0,1,1,1.5322605130033284,1,1,1.5101848632320405,2.387470844698576,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.9792021843904793,2.3139966332657878,1.5480334382998129,1,1,0,1,0,0,1
0,0,0,0,-0.7888002190384014,1,0,0.8188773111629334,-0.507510515397514,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0251340593630545,-0.6459306024108991,-0.635340981764448,1,0,1,1,1,0,0
0,0,1,1,0.1477681465222966,1,0,-0.4557209879644833,-0.2061343668230535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.888548785100156,-0.06734104572282154,-1.3065651804049148,1,0,1,0,0,1,0
1,0,0,0,1.4100994218432374,1,1,-1.4943441130683104,-0.4285077148593177,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.0522813333229204,-2.1071737698724697,-0.30174486959732033,1,0,0,0,0,0,1
0,0,0,0,-0.9109613101984924,1,1,-1.491020519067978,-0.9193669703965828,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.61898279825308,1.3582620055830013,-0.9982688308572203,1,0,1,0,1,0,0
1,1,0,0,-0.5444780367182193,1,1,0.749081837155956,-0.2845853176788092,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.350967554259742,-0.40785860803595175,-0.5132490357294943,1,0,1,1,1,0,0
0,0,1,1,1.5729808767233588,1,0,-1.4926823160681442,-0.4218634446827329,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.9429566320206436,-2.3479607381983234,-0.2664993942036468,1,0,0,0,0,0,1
1,0,1,1,1.6137012404433893,1,1,0.8188773111629334,1.8076975683264815,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.5043275762598542,1.3214233327945728,1.1133190782270068,1,0,0,0,0,0,1
0,0,1,1,0.6364125111626608,1,0,-1.4876969250676455,-0.5942392114898787,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-2.3014667868847716,-0.9467889359312691,-0.9192879178979049,1,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.4860351280674795,-0.9985684368204576,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1542517222925883,1.8983275255061824,-0.7756205195000561,1,0,1,0,0,0,0
1,0,1,1,-0.5851984004382496,1,0,0.6144762801425001,-0.2961300130354665,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.032388997836782,-0.3595905362466368,-0.49753160092067367,1,0,1,0,1,0,0
1,0,0,0,-1.2774445836787656,1,0,-1.4677553610656522,-0.9983256229601836,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.140053233881076,1.8749761361587882,-0.7754319180927782,1,0,1,0,0,0,0
1,1,1,0,1.4100994218432374,1,0,1.267562501207787,2.0783908745572446,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.8925871539068277,1.7873891501032684,1.4635530742344567,1,1,0,1,0,0,1
1,0,1,1,1.4915401492832985,0,0,-0.8528904710041867,0.2196728481481134,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.5680104334281575,-1.2721203804438874,0.14629835123154425,0,0,0,0,0,0,1
1,0,0,0,-0.5444780367182193,1,1,1.1695164781979852,-0.1545916064831014,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.1092205655610536,-0.636776035958845,-0.2788056446709421,1,1,1,1,1,0,0
1,1,1,0,1.6137012404433893,1,1,1.653099405246327,2.6709670635619616,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.0181056490385572,2.667608560822227,1.6449867728330319,1,1,0,1,0,0,1
0,1,0,0,0.2292088739623573,1,0,-1.481049737066981,-0.6825351606803747,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-6.191449809257677,-0.3394697425153681,-2.853302009137757,1,0,0,0,0,1,0
1,1,1,0,0.3106496014024181,1,0,-0.2978502729487016,0.0006105982064929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9288964391223329,-0.09252706856911558,0.0019042537518286005,1,0,0,0,0,1,0
0,0,1,1,1.1657772395230557,1,1,-1.3481059770536914,-0.3693935768762806,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.1465658049313316,-1.5715912645141843,-0.3141696951253471,1,0,0,0,0,0,1
0,0,0,0,-0.9109613101984924,1,1,0.5396954151350245,-0.6462675995503785,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5860131247193276,-0.4916416424795212,-0.7017315411557192,1,0,1,1,1,0,0
1,0,1,0,-0.0151133083578247,1,1,0.2671607071077802,0.0225742155676288,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,10.638212349450939,-0.004037682147614371,0.8988945321732259,1,0,0,0,0,1,0
0,0,0,0,-0.4630373092781585,1,1,1.1661928841976528,-0.1277496379291907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2.4653296078849043,-0.5399908151982162,-0.2700624991380342,1,1,1,1,1,0,0
0,1,0,0,1.0843365120829946,1,1,1.15456030519649,1.5928955979333026,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1.0550322432346368,1.2519318943262399,1.455581149258499,1,1,0,1,0,0,1
0,1,1,0,-0.7888002190384014,1,1,0.179085466098976,-0.6026935486248687,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22419306083135496,-0.14126265488546647,-0.754498476916285,1,0,1,1,1,0,0
0,0,0,0,0.5956921474426305,1,0,-1.479387940066815,-0.5527842633449409,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-2.442475020211383,-0.8812597789191307,-0.9126488855418075,1,0,0,0,0,1,0
1,0,1,1,1.4915401492832985,1,1,-1.288281285047711,-0.2142796681358768,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.8579732521055942,-1.9215232602189425,-0.14270658579336346,1,0,0,0,0,0,1
1,0,0,0,-1.2367242199587352,1,1,-1.491020519067978,-0.9925422382882064,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-1.1959505520132823,1.8439811883868134,-0.7961201221558512,1,0,1,0,0,0,0
0,0,1,1,-0.4223169455581282,1,0,-1.519271068070802,-0.8069662270770812,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-3.514252873223367,0.6416139169424961,-1.866607902762809,1,0,1,0,1,0,0
1,1,1,0,-0.7073594915983407,1,1,1.0548524851865226,-0.3927699294244645,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.4704656417610333,-0.7461599176327848,-0.5475217572563768,1,1,1,1,1,0,0
0,0,0,0,0.8400143297628127,1,0,-1.4926823160681442,-0.5440429643750818,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.7560672376954647,-1.253874535280785,-0.6400397561849236,1,0,0,0,0,1,0
0,1,1,0,-0.1779947632379461,1,0,-1.2982520670487077,-0.683109084350113,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-6.90578846287065,0.23108206929750885,-3.6336601753395525,1,0,1,0,1,0,0
1,0,0,0,-0.4223169455581282,1,0,-1.477726143066649,-0.7976730784247815,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-3.4181545698119247,0.6240687911113008,-1.8451117556703047,1,0,0,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,0.179085466098976,-0.9764503015482384,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13910149482881368,-0.22877175868372407,-0.7584406458553059,1,0,1,1,0,0,0
1,1,1,0,-0.6666391278783103,1,1,0.8903345821700764,-0.3275192229726879,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.3158189431962588,-0.5935318693777595,-0.4840382553691018,1,1,1,1,1,0,0
0,0,1,1,0.6364125111626608,0,0,-0.84291968900319,-0.1338862063979301,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1.3039965570701662,-0.5364446359869692,-0.20712192924161935,0,0,0,0,0,1,0
1,1,1,0,-0.0965540357978854,1,1,1.3606231332170895,0.3972801499447962,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,12.769325188188615,-0.13137365471207385,3.7284383174220452,1,1,1,1,0,1,0
0,0,0,0,-1.1960038562387048,1,1,0.182409060099308,-0.9060122080815202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15125080998348292,-0.21816193929165,-0.7512515017217265,1,0,1,1,0,0,0
1,1,0,0,1.002895784642934,1,0,0.963453650177386,1.4761462791161692,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.9511873430463753,0.9662436044617485,1.4573525741708366,1,1,0,1,0,0,1
0,1,1,0,1.4508197855632678,1,1,1.0565142821866886,1.8983554341578237,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.7232338257106192,1.5328118243266216,1.2995137750176688,1,1,0,1,0,0,1
0,0,1,0,-0.3815965818380978,1,0,-0.1582593249347472,-0.4126806659669212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.4041386781056688,0.060391217439104375,-1.0538413385271592,1,0,0,0,1,0,0
0,0,1,0,1.3286586944031769,1,1,-0.1649065129354117,0.6738230628094296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.12318786978702818,-0.2191044721753447,0.5033568792602843,1,0,0,0,0,0,1
1,0,1,0,0.4735310562825394,1,1,0.8604222361670865,0.7470866266502437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.7794559935449525,0.40743665034118504,1.5450644109479954,1,1,0,1,0,1,0
0,0,1,1,1.5729808767233588,1,1,1.4703017352280534,2.3751094118119065,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.9288183810984868,2.3127565125268994,1.5004030981904146,1,1,0,1,0,0,1
0,0,1,0,0.188488510242327,1,0,0.1109517890921645,0.0871185544258813,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.5589834341378638,0.020913137434702952,0.4389098105453137,1,0,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,0,-1.4744025490663168,-0.8897216054558736,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.7562434791316721,1.2230472617220083,-1.0597972506314204,1,0,1,0,1,0,0
1,0,1,1,1.4915401492832985,1,1,0.5712695581381809,1.4654845432514167,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.3804557330091068,0.8520714820264264,0.9759875844484801,1,0,0,0,0,0,1
0,0,0,0,0.1070477828022663,1,0,-0.1399795579329199,-0.1321423614014179,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1959180650981935,-0.014984501314360464,-1.1289608246971368,1,0,1,0,0,1,0
1,0,0,0,-1.1145631287986442,1,1,0.0278619390838584,-0.8573611400775568,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.024775789255711184,-0.03105388999970245,-0.762394851939939,1,0,1,0,0,0,0
1,0,1,1,1.0436161483629645,1,0,0.5895493251400082,1.1240661817190665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5595484902694488,0.6152631959726004,1.066864990125258,1,0,0,1,0,0,1
1,0,1,0,1.6137012404433893,1,1,0.5829021371393436,1.6328715889292995,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.3589959301750417,0.9406299017588613,1.005647805308941,1,0,0,0,0,0,1
1,0,1,0,1.6137012404433893,1,0,0.112613586092331,1.1155235486348858,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0.06935610030178906,0.18172468356797294,0.6870251255891547,1,0,0,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,-1.477726143066649,-0.9984580668839692,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-1.1477978639237192,1.8877132576210034,-0.7755347915876569,1,0,1,0,0,0,0
0,0,0,0,0.2699292376823877,1,1,1.0232783421833662,0.6228983741138111,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,3.655489332430486,0.2762127428424535,2.2251994085039515,1,1,0,1,0,1,0
1,0,1,1,0.8400143297628127,1,0,-1.481049737066981,-0.5358535150876632,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.7423820813470898,-1.24410300222771,-0.6304052723878047,1,0,0,0,0,1,0
0,0,0,0,-0.2187151269579764,1,1,0.8122301231622688,0.0448910167255265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3.5512741722217007,-0.17764701450652845,0.1962748040437862,1,0,1,1,1,0,0
0,1,0,0,-1.2774445836787656,1,1,0.1624674960973147,-0.9766710414212144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1261937780910751,-0.20754322291336566,-0.7586121016801036,1,0,1,1,0,0,0
0,1,0,0,-1.2774445836787656,1,1,0.8155537171626008,-0.9679959644132482,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.6334670458841996,-1.0418246786884484,-0.751873887765546,1,0,1,1,0,0,0
0,0,1,0,-0.5851984004382496,1,0,0.3336325871144251,-0.3725501570598409,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5605401272395367,-0.19524125631343653,-0.6259260051531206,1,0,1,1,1,0,0
1,0,1,1,0.5549717837226001,1,1,-1.481049737066981,-0.602384512802702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-2.6214578846899954,-0.8219408143619504,-1.0662205266846945,1,0,0,0,0,1,0
0,0,1,0,1.6137012404433893,1,1,0.6526976111463211,1.684039091485192,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.4019813466226625,1.0532589447412553,1.0371606854382436,1,0,0,0,0,0,1
0,0,0,0,0.1477681465222966,1,1,0.7573908221567865,0.3514987002895239,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4.8006574131220345,0.11191823798310672,2.227944664608507,1,0,1,1,0,1,0
0,0,1,0,-1.1552834925186746,0,1,-1.3165318340505352,-0.9632942051188544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.129795318051703,1.5209674952539185,-0.8266608179926799,0,0,1,0,0,0,0
0,0,0,0,-0.3001558543980371,1,0,-1.4943441130683104,-0.7976289304501862,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-4.81804258045876,0.44853613402269565,-2.5717036101035604,1,0,0,0,1,0,0
0,0,1,1,0.3106496014024181,0,1,-0.4623681759651477,-0.1083245291072815,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-1.4419733376960338,-0.14363448956473623,-0.3378283604080744,0,0,1,0,0,1,0
1,0,1,0,1.247217966963116,1,1,1.2509445312061254,1.837497451178274,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.9950100651423679,1.560200494994532,1.4615583768794342,1,1,1,1,0,0,1
0,1,0,0,-0.7073594915983407,1,1,1.0482052971858582,-0.3775388781891039,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.4611994536384592,-0.7414579661080762,-0.5262896533897025,1,1,1,1,1,0,0
1,0,0,0,-0.748079855318371,1,1,-0.3078210549496983,-0.6685623267209787,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4060536008049213,0.23027473025071862,-0.8819154367849578,1,0,1,0,1,0,0
1,1,1,0,1.6137012404433893,1,1,1.4952286902305454,2.494617979041243,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.9208767308832249,2.412852392171575,1.5363774547342404,1,1,0,1,0,0,1
1,0,0,0,0.2699292376823877,1,1,1.3838882912194153,0.7764450297560836,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.9437075693736485,0.3735519114864389,2.773718944775075,1,1,1,1,0,1,0
0,0,1,1,0.5956921474426305,0,1,-0.1582593249347472,0.2148827929045291,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,-0.26128673716995326,-0.0942738371232006,0.354772294492859,0,0,0,0,0,1,0
1,0,1,0,-0.5444780367182193,1,1,0.7989357471609396,-0.2691114525831748,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.4408789785247194,-0.435002967078192,-0.4853419518218624,1,0,1,1,1,0,0
0,0,0,0,-1.1145631287986442,1,1,0.6792863631489789,-0.7978055223485673,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6040446692171488,-0.757107534261578,-0.7094359595453323,1,0,1,1,0,0,0
